0.00.416.140 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.416.942 W srv  llama_server: -----------------
0.00.416.944 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.416.945 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.416.946 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.416.946 W srv  llama_server: -----------------
0.00.423.490 I srv    load_model: loading model 'C:/inky_models/Qwen2.5-Coder-7B-Instruct-Q4_K_M.gguf'
0.00.778.512 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 28, abort
0.01.000.833 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.04.516.072 I cmn          init: llama threadpool init, n_threads = 6
0.04.799.481 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 24576, kv_unified = 'false'
0.04.813.366 I srv  llama_server: model loaded
0.04.813.377 I srv  llama_server: listening on http://127.0.0.1:8080
0.04.813.377 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.04.813.378 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.08.540.329 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
132.48.094.330 I slot print_timing: id  0 | task 66851 | n_gen =    100, tg =  21.28 t/s, tg_3s =  21.50 t/s
132.51.100.340 I slot print_timing: id  0 | task 66851 | n_gen =    164, tg =  21.29 t/s, tg_3s =  21.29 t/s
132.54.133.204 I slot print_timing: id  0 | task 66851 | n_gen =    227, tg =  21.14 t/s, tg_3s =  20.77 t/s
132.57.178.575 I slot print_timing: id  0 | task 66851 | n_gen =    286, tg =  20.75 t/s, tg_3s =  19.37 t/s
133.00.330.340 I slot print_timing: id  0 | task 66851 | n_gen =    338, tg =  19.96 t/s, tg_3s =  16.50 t/s
133.03.366.831 I slot print_timing: id  0 | task 66851 | n_gen =    396, tg =  19.83 t/s, tg_3s =  19.10 t/s
133.06.415.360 I slot print_timing: id  0 | task 66851 | n_gen =    454, tg =  19.72 t/s, tg_3s =  19.03 t/s
133.09.419.141 I slot print_timing: id  0 | task 66851 | n_gen =    507, tg =  19.48 t/s, tg_3s =  17.64 t/s
133.12.435.213 I slot print_timing: id  0 | task 66851 | n_gen =    562, tg =  19.35 t/s, tg_3s =  18.24 t/s
133.15.436.383 I slot print_timing: id  0 | task 66851 | n_gen =    610, tg =  19.04 t/s, tg_3s =  15.99 t/s
133.18.479.123 I slot print_timing: id  0 | task 66851 | n_gen =    660, tg =  18.81 t/s, tg_3s =  16.43 t/s
133.21.527.250 I slot print_timing: id  0 | task 66851 | n_gen =    718, tg =  18.83 t/s, tg_3s =  19.03 t/s
133.24.569.160 I slot print_timing: id  0 | task 66851 | n_gen =    776, tg =  18.84 t/s, tg_3s =  19.07 t/s
133.27.590.875 I slot print_timing: id  0 | task 66851 | n_gen =    831, tg =  18.80 t/s, tg_3s =  18.20 t/s
133.30.648.675 I slot print_timing: id  0 | task 66851 | n_gen =    887, tg =  18.77 t/s, tg_3s =  18.31 t/s
133.33.688.170 I slot print_timing: id  0 | task 66851 | n_gen =    942, tg =  18.73 t/s, tg_3s =  18.10 t/s
133.36.737.854 I slot print_timing: id  0 | task 66851 | n_gen =    999, tg =  18.73 t/s, tg_3s =  18.69 t/s
133.39.782.198 I slot print_timing: id  0 | task 66851 | n_gen =   1050, tg =  18.62 t/s, tg_3s =  16.75 t/s
133.42.821.914 I slot print_timing: id  0 | task 66851 | n_gen =   1107, tg =  18.63 t/s, tg_3s =  18.75 t/s
133.45.871.548 I slot print_timing: id  0 | task 66851 | n_gen =   1164, tg =  18.63 t/s, tg_3s =  18.69 t/s
133.48.928.016 I slot print_timing: id  0 | task 66851 | n_gen =   1220, tg =  18.61 t/s, tg_3s =  18.32 t/s
133.51.555.147 I slot print_timing: id  0 | task 66851 | prompt eval time =    2631.45 ms /  2434 tokens (    1.08 ms per token,   924.96 tokens per second)
133.51.555.164 I slot print_timing: id  0 | task 66851 |        eval time =   68112.20 ms /  1263 tokens (   53.97 ms per token,    18.53 tokens per second)
133.51.555.166 I slot print_timing: id  0 | task 66851 |       total time =   70743.65 ms /  3697 tokens
133.51.555.167 I slot print_timing: id  0 | task 66851 |    graphs reused =      67550
133.51.555.708 I slot      release: id  0 | task 66851 | stop processing: n_tokens = 9219, truncated = 0
133.56.762.306 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.877 (> 0.100 thold), f_keep = 0.862
133.56.762.465 I slot launch_slot_: id  0 | task 68116 | processing task, is_child = 0
134.02.989.220 I slot print_timing: id  0 | task 68116 | n_gen =    100, tg =  20.26 t/s, tg_3s =  20.47 t/s
134.05.990.862 I slot print_timing: id  0 | task 68116 | n_gen =    154, tg =  19.40 t/s, tg_3s =  17.99 t/s
134.09.080.749 I slot print_timing: id  0 | task 68116 | n_gen =    209, tg =  18.95 t/s, tg_3s =  17.80 t/s
134.12.119.438 I slot print_timing: id  0 | task 68116 | n_gen =    240, tg =  17.05 t/s, tg_3s =  10.20 t/s
134.15.145.258 I slot print_timing: id  0 | task 68116 | n_gen =    278, tg =  16.25 t/s, tg_3s =  12.56 t/s
134.18.188.046 I slot print_timing: id  0 | task 68116 | n_gen =    330, tg =  16.38 t/s, tg_3s =  17.09 t/s
134.21.188.996 I slot print_timing: id  0 | task 68116 | n_gen =    388, tg =  16.76 t/s, tg_3s =  19.33 t/s
134.24.217.882 I slot print_timing: id  0 | task 68116 | n_gen =    447, tg =  17.08 t/s, tg_3s =  19.48 t/s
134.27.238.722 I slot print_timing: id  0 | task 68116 | n_gen =    504, tg =  17.26 t/s, tg_3s =  18.87 t/s
134.30.256.902 I slot print_timing: id  0 | task 68116 | n_gen =    563, tg =  17.48 t/s, tg_3s =  19.55 t/s
134.33.281.772 I slot print_timing: id  0 | task 68116 | n_gen =    623, tg =  17.68 t/s, tg_3s =  19.84 t/s
134.36.329.779 I slot print_timing: id  0 | task 68116 | n_gen =    682, tg =  17.81 t/s, tg_3s =  19.36 t/s
134.39.384.372 I slot print_timing: id  0 | task 68116 | n_gen =    733, tg =  17.73 t/s, tg_3s =  16.70 t/s
134.42.399.936 I slot print_timing: id  0 | task 68116 | n_gen =    784, tg =  17.68 t/s, tg_3s =  16.91 t/s
134.45.413.017 I slot print_timing: id  0 | task 68116 | n_gen =    832, tg =  17.57 t/s, tg_3s =  15.93 t/s
134.48.420.654 I slot print_timing: id  0 | task 68116 | n_gen =    875, tg =  17.37 t/s, tg_3s =  14.30 t/s
134.51.514.028 I slot print_timing: id  0 | task 68116 | n_gen =    920, tg =  17.21 t/s, tg_3s =  14.55 t/s
134.54.560.644 I slot print_timing: id  0 | task 68116 | n_gen =    965, tg =  17.07 t/s, tg_3s =  14.77 t/s
134.57.586.940 I slot print_timing: id  0 | task 68116 | n_gen =   1012, tg =  17.00 t/s, tg_3s =  15.53 t/s
135.00.613.600 I slot print_timing: id  0 | task 68116 | n_gen =   1054, tg =  16.85 t/s, tg_3s =  13.88 t/s
135.03.624.167 I slot print_timing: id  0 | task 68116 | n_gen =   1099, tg =  16.76 t/s, tg_3s =  14.95 t/s
135.06.682.990 I slot print_timing: id  0 | task 68116 | n_gen =   1145, tg =  16.68 t/s, tg_3s =  15.04 t/s
135.09.715.614 I slot print_timing: id  0 | task 68116 | n_gen =   1192, tg =  16.63 t/s, tg_3s =  15.50 t/s
135.12.718.011 I slot print_timing: id  0 | task 68116 | n_gen =   1240, tg =  16.61 t/s, tg_3s =  15.99 t/s
135.14.172.325 I slot print_timing: id  0 | task 68116 | prompt eval time =    1340.94 ms /  1115 tokens (    1.20 ms per token,   831.51 tokens per second)
135.14.172.342 I slot print_timing: id  0 | task 68116 |        eval time =   76068.88 ms /  1263 tokens (   60.28 ms per token,    16.59 tokens per second)
135.14.172.344 I slot print_timing: id  0 | task 68116 |       total time =   77409.83 ms /  2378 tokens
135.14.172.348 I slot print_timing: id  0 | task 68116 |    graphs reused =      68806
135.14.173.016 I slot      release: id  0 | task 68116 | stop processing: n_tokens = 10328, truncated = 0
136.43.108.500 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.681 (> 0.100 thold), f_keep = 0.534
136.43.108.798 I slot launch_slot_: id  0 | task 69380 | processing task, is_child = 0
136.51.697.687 I slot print_timing: id  0 | task 69380 | n_gen =    100, tg =  18.10 t/s, tg_3s =  18.29 t/s
136.54.709.805 I slot print_timing: id  0 | task 69380 | n_gen =    153, tg =  17.92 t/s, tg_3s =  17.60 t/s
136.57.764.587 I slot print_timing: id  0 | task 69380 | n_gen =    206, tg =  17.77 t/s, tg_3s =  17.35 t/s
137.00.771.186 I slot print_timing: id  0 | task 69380 | n_gen =    256, tg =  17.54 t/s, tg_3s =  16.63 t/s
137.03.825.951 I slot print_timing: id  0 | task 69380 | n_gen =    310, tg =  17.56 t/s, tg_3s =  17.68 t/s
137.06.845.690 I slot print_timing: id  0 | task 69380 | n_gen =    364, tg =  17.61 t/s, tg_3s =  17.88 t/s
137.09.855.388 I slot print_timing: id  0 | task 69380 | n_gen =    417, tg =  17.61 t/s, tg_3s =  17.61 t/s
137.12.907.093 I slot print_timing: id  0 | task 69380 | n_gen =    471, tg =  17.62 t/s, tg_3s =  17.69 t/s
137.15.938.994 I slot print_timing: id  0 | task 69380 | n_gen =    523, tg =  17.57 t/s, tg_3s =  17.15 t/s
137.18.998.384 I slot print_timing: id  0 | task 69380 | n_gen =    575, tg =  17.52 t/s, tg_3s =  17.00 t/s
137.22.027.342 I slot print_timing: id  0 | task 69380 | n_gen =    629, tg =  17.54 t/s, tg_3s =  17.83 t/s
137.25.080.906 I slot print_timing: id  0 | task 69380 | n_gen =    681, tg =  17.50 t/s, tg_3s =  17.03 t/s
137.28.131.213 I slot print_timing: id  0 | task 69380 | n_gen =    733, tg =  17.47 t/s, tg_3s =  17.05 t/s
137.31.132.814 I slot print_timing: id  0 | task 69380 | n_gen =    784, tg =  17.44 t/s, tg_3s =  16.99 t/s
137.34.154.807 I slot print_timing: id  0 | task 69380 | n_gen =    831, tg =  17.32 t/s, tg_3s =  15.55 t/s
137.37.183.597 I slot print_timing: id  0 | task 69380 | n_gen =    883, tg =  17.31 t/s, tg_3s =  17.17 t/s
137.40.217.667 I slot print_timing: id  0 | task 69380 | n_gen =    931, tg =  17.23 t/s, tg_3s =  15.82 t/s
137.43.280.211 I slot print_timing: id  0 | task 69380 | n_gen =    976, tg =  17.09 t/s, tg_3s =  14.69 t/s
137.46.317.136 I slot print_timing: id  0 | task 69380 | n_gen =   1026, tg =  17.06 t/s, tg_3s =  16.46 t/s
137.49.381.111 I slot print_timing: id  0 | task 69380 | n_gen =   1070, tg =  16.93 t/s, tg_3s =  14.36 t/s
137.52.383.364 I slot print_timing: id  0 | task 69380 | n_gen =   1118, tg =  16.88 t/s, tg_3s =  15.99 t/s
137.55.453.486 I slot print_timing: id  0 | task 69380 | n_gen =   1164, tg =  16.80 t/s, tg_3s =  14.98 t/s
137.56.926.136 I slot print_timing: id  0 | task 69380 | prompt eval time =    3120.20 ms /  2584 tokens (    1.21 ms per token,   828.15 tokens per second)
137.56.926.154 I slot print_timing: id  0 | task 69380 |        eval time =   70697.09 ms /  1184 tokens (   59.76 ms per token,    16.73 tokens per second)
137.56.926.156 I slot print_timing: id  0 | task 69380 |       total time =   73817.30 ms /  3768 tokens
137.56.926.158 I slot print_timing: id  0 | task 69380 |    graphs reused =      69983
137.56.927.194 I slot      release: id  0 | task 69380 | stop processing: n_tokens = 9287, truncated = 0
138.34.253.820 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.859 (> 0.100 thold), f_keep = 0.872
138.34.254.085 I slot launch_slot_: id  0 | task 70566 | processing task, is_child = 0
138.41.836.824 I slot print_timing: id  0 | task 70566 | n_gen =    100, tg =  16.91 t/s, tg_3s =  17.08 t/s
138.44.880.801 I slot print_timing: id  0 | task 70566 | n_gen =    152, tg =  16.97 t/s, tg_3s =  17.08 t/s
138.47.923.629 I slot print_timing: id  0 | task 70566 | n_gen =    203, tg =  16.92 t/s, tg_3s =  16.76 t/s
138.50.975.139 I slot print_timing: id  0 | task 70566 | n_gen =    254, tg =  16.88 t/s, tg_3s =  16.71 t/s
138.54.006.908 I slot print_timing: id  0 | task 70566 | n_gen =    304, tg =  16.81 t/s, tg_3s =  16.49 t/s
138.57.050.384 I slot print_timing: id  0 | task 70566 | n_gen =    353, tg =  16.71 t/s, tg_3s =  16.10 t/s
139.00.071.905 I slot print_timing: id  0 | task 70566 | n_gen =    403, tg =  16.69 t/s, tg_3s =  16.55 t/s
139.03.093.246 I slot print_timing: id  0 | task 70566 | n_gen =    453, tg =  16.67 t/s, tg_3s =  16.55 t/s
139.06.095.789 I slot print_timing: id  0 | task 70566 | n_gen =    502, tg =  16.64 t/s, tg_3s =  16.32 t/s
139.09.147.674 I slot print_timing: id  0 | task 70566 | n_gen =    550, tg =  16.55 t/s, tg_3s =  15.73 t/s
139.12.191.562 I slot print_timing: id  0 | task 70566 | n_gen =    599, tg =  16.52 t/s, tg_3s =  16.10 t/s
139.15.215.383 I slot print_timing: id  0 | task 70566 | n_gen =    646, tg =  16.44 t/s, tg_3s =  15.54 t/s
139.18.256.539 I slot print_timing: id  0 | task 70566 | n_gen =    695, tg =  16.42 t/s, tg_3s =  16.11 t/s
139.21.298.248 I slot print_timing: id  0 | task 70566 | n_gen =    741, tg =  16.33 t/s, tg_3s =  15.12 t/s
139.24.325.816 I slot print_timing: id  0 | task 70566 | n_gen =    789, tg =  16.30 t/s, tg_3s =  15.85 t/s
139.27.377.152 I slot print_timing: id  0 | task 70566 | n_gen =    835, tg =  16.23 t/s, tg_3s =  15.08 t/s
139.30.394.666 I slot print_timing: id  0 | task 70566 | n_gen =    881, tg =  16.17 t/s, tg_3s =  15.24 t/s
139.33.433.933 I slot print_timing: id  0 | task 70566 | n_gen =    922, tg =  16.03 t/s, tg_3s =  13.49 t/s
139.36.488.932 I slot print_timing: id  0 | task 70566 | n_gen =    970, tg =  16.01 t/s, tg_3s =  15.71 t/s
139.39.517.549 I slot print_timing: id  0 | task 70566 | n_gen =   1018, tg =  16.01 t/s, tg_3s =  15.85 t/s
139.42.530.759 I slot print_timing: id  0 | task 70566 | n_gen =   1067, tg =  16.02 t/s, tg_3s =  16.26 t/s
139.45.566.383 I slot print_timing: id  0 | task 70566 | n_gen =   1116, tg =  16.02 t/s, tg_3s =  16.14 t/s
139.48.598.199 I slot print_timing: id  0 | task 70566 | n_gen =   1164, tg =  16.02 t/s, tg_3s =  15.83 t/s
139.50.019.212 I slot print_timing: id  0 | task 70566 | prompt eval time =    1728.45 ms /  1330 tokens (    1.30 ms per token,   769.47 tokens per second)
139.50.019.230 I slot print_timing: id  0 | task 70566 |        eval time =   74036.64 ms /  1184 tokens (   62.58 ms per token,    15.98 tokens per second)
139.50.019.231 I slot print_timing: id  0 | task 70566 |       total time =   75765.10 ms /  2514 tokens
139.50.019.233 I slot print_timing: id  0 | task 70566 |    graphs reused =      71160
139.50.020.083 I slot      release: id  0 | task 70566 | stop processing: n_tokens = 10611, truncated = 0
140.16.958.031 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.830 (> 0.100 thold), f_keep = 0.520
140.16.958.297 I slot launch_slot_: id  0 | task 71751 | processing task, is_child = 0
140.25.300.801 I slot print_timing: id  0 | task 71751 | n_gen =    100, tg =  14.32 t/s, tg_3s =  14.47 t/s
140.28.337.092 I slot print_timing: id  0 | task 71751 | n_gen =    151, tg =  15.08 t/s, tg_3s =  16.80 t/s
140.31.347.557 I slot print_timing: id  0 | task 71751 | n_gen =    206, tg =  15.82 t/s, tg_3s =  18.27 t/s
140.34.396.186 I slot print_timing: id  0 | task 71751 | n_gen =    266, tg =  16.55 t/s, tg_3s =  19.68 t/s
140.37.403.035 I slot print_timing: id  0 | task 71751 | n_gen =    325, tg =  17.04 t/s, tg_3s =  19.62 t/s
140.40.449.935 I slot print_timing: id  0 | task 71751 | n_gen =    384, tg =  17.36 t/s, tg_3s =  19.36 t/s
140.43.476.372 I slot print_timing: id  0 | task 71751 | n_gen =    443, tg =  17.62 t/s, tg_3s =  19.49 t/s
140.46.478.825 I slot print_timing: id  0 | task 71751 | n_gen =    502, tg =  17.83 t/s, tg_3s =  19.65 t/s
140.48.776.382 I slot print_timing: id  0 | task 71751 | prompt eval time =    1429.51 ms /  1134 tokens (    1.26 ms per token,   793.28 tokens per second)
140.48.776.394 I slot print_timing: id  0 | task 71751 |        eval time =   30388.55 ms /   547 tokens (   55.66 ms per token,    17.97 tokens per second)
140.48.776.396 I slot print_timing: id  0 | task 71751 |       total time =   31818.06 ms /  1681 tokens
140.48.776.397 I slot print_timing: id  0 | task 71751 |    graphs reused =      71702
140.48.776.682 I slot      release: id  0 | task 71751 | stop processing: n_tokens = 7200, truncated = 0
140.54.285.951 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.926 (> 0.100 thold), f_keep = 0.923
140.54.286.146 I slot launch_slot_: id  0 | task 72299 | processing task, is_child = 0
141.00.312.072 I slot print_timing: id  0 | task 72299 | n_gen =    100, tg =  19.35 t/s, tg_3s =  19.55 t/s
141.03.348.966 I slot print_timing: id  0 | task 72299 | n_gen =    160, tg =  19.50 t/s, tg_3s =  19.76 t/s
141.06.382.716 I slot print_timing: id  0 | task 72299 | n_gen =    219, tg =  19.49 t/s, tg_3s =  19.45 t/s
141.09.425.903 I slot print_timing: id  0 | task 72299 | n_gen =    278, tg =  19.47 t/s, tg_3s =  19.39 t/s
141.12.460.200 I slot print_timing: id  0 | task 72299 | n_gen =    337, tg =  19.46 t/s, tg_3s =  19.44 t/s
141.15.472.895 I slot print_timing: id  0 | task 72299 | n_gen =    394, tg =  19.38 t/s, tg_3s =  18.92 t/s
141.18.507.688 I slot print_timing: id  0 | task 72299 | n_gen =    452, tg =  19.35 t/s, tg_3s =  19.11 t/s
141.21.546.233 I slot print_timing: id  0 | task 72299 | n_gen =    510, tg =  19.32 t/s, tg_3s =  19.09 t/s
141.23.485.982 I slot print_timing: id  0 | task 72299 | prompt eval time =     910.76 ms /   529 tokens (    1.72 ms per token,   580.83 tokens per second)
141.23.485.996 I slot print_timing: id  0 | task 72299 |        eval time =   28289.05 ms /   547 tokens (   51.81 ms per token,    19.30 tokens per second)
141.23.485.998 I slot print_timing: id  0 | task 72299 |       total time =   29199.81 ms /  1076 tokens
141.23.485.999 I slot print_timing: id  0 | task 72299 |    graphs reused =      72245
141.23.486.441 I slot      release: id  0 | task 72299 | stop processing: n_tokens = 7723, truncated = 0
141.51.514.616 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.746 (> 0.100 thold), f_keep = 0.489
141.51.702.564 I slot launch_slot_: id  0 | task 72847 | processing task, is_child = 0
141.58.061.908 I slot print_timing: id  0 | task 72847 | n_gen =    100, tg =  19.93 t/s, tg_3s =  20.13 t/s
142.01.108.635 I slot print_timing: id  0 | task 72847 | n_gen =    161, tg =  19.96 t/s, tg_3s =  20.02 t/s
142.04.110.623 I slot print_timing: id  0 | task 72847 | n_gen =    220, tg =  19.88 t/s, tg_3s =  19.65 t/s
142.07.153.378 I slot print_timing: id  0 | task 72847 | n_gen =    281, tg =  19.92 t/s, tg_3s =  20.05 t/s
142.10.186.411 I slot print_timing: id  0 | task 72847 | n_gen =    341, tg =  19.89 t/s, tg_3s =  19.78 t/s
142.13.200.456 I slot print_timing: id  0 | task 72847 | n_gen =    401, tg =  19.89 t/s, tg_3s =  19.91 t/s
142.16.217.745 I slot print_timing: id  0 | task 72847 | n_gen =    461, tg =  19.89 t/s, tg_3s =  19.89 t/s
142.19.252.088 I slot print_timing: id  0 | task 72847 | n_gen =    520, tg =  19.84 t/s, tg_3s =  19.44 t/s
142.22.291.168 I slot print_timing: id  0 | task 72847 | n_gen =    577, tg =  19.73 t/s, tg_3s =  18.76 t/s
142.25.311.579 I slot print_timing: id  0 | task 72847 | n_gen =    637, tg =  19.74 t/s, tg_3s =  19.86 t/s
142.27.919.807 I slot print_timing: id  0 | task 72847 | prompt eval time =    1391.73 ms /  1290 tokens (    1.08 ms per token,   926.90 tokens per second)
142.27.919.817 I slot print_timing: id  0 | task 72847 |        eval time =   34825.48 ms /   689 tokens (   50.62 ms per token,    19.76 tokens per second)
142.27.919.819 I slot print_timing: id  0 | task 72847 |       total time =   36217.21 ms /  1979 tokens
142.27.919.820 I slot print_timing: id  0 | task 72847 |    graphs reused =      72929
142.27.922.982 I slot      release: id  0 | task 72847 | stop processing: n_tokens = 5757, truncated = 0
142.50.010.509 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.854
142.50.011.085 I slot launch_slot_: id  0 | task 73537 | processing task, is_child = 0
142.54.680.359 I slot print_timing: id  0 | task 73537 | n_gen =    100, tg =  23.43 t/s, tg_3s =  23.67 t/s
142.56.771.552 I slot print_timing: id  0 | task 73537 | prompt eval time =     444.11 ms /    69 tokens (    6.44 ms per token,   155.37 tokens per second)
142.56.771.565 I slot print_timing: id  0 | task 73537 |        eval time =    6316.33 ms /   149 tokens (   42.68 ms per token,    23.43 tokens per second)
142.56.771.566 I slot print_timing: id  0 | task 73537 |       total time =    6760.45 ms /   218 tokens
142.56.771.567 I slot print_timing: id  0 | task 73537 |    graphs reused =      73075
142.56.771.899 I slot      release: id  0 | task 73537 | stop processing: n_tokens = 5132, truncated = 0
143.17.587.409 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.985 (> 0.100 thold), f_keep = 0.958
143.17.587.538 I slot launch_slot_: id  0 | task 73687 | processing task, is_child = 0
143.22.250.915 I slot print_timing: id  0 | task 73687 | n_gen =    100, tg =  22.53 t/s, tg_3s =  22.76 t/s
143.23.897.204 I slot print_timing: id  0 | task 73687 | prompt eval time =     269.17 ms /    75 tokens (    3.59 ms per token,   278.63 tokens per second)
143.23.897.222 I slot print_timing: id  0 | task 73687 |        eval time =    6040.47 ms /   138 tokens (   44.09 ms per token,    22.68 tokens per second)
143.23.897.224 I slot print_timing: id  0 | task 73687 |       total time =    6309.64 ms /   213 tokens
